Title: Temperature and Distance Dependence of Tidal Circularization in Close 
       Binaries: A Catalog of Eclipsing Binaries in the Southern Hemisphere 
       Observed by the TESS Satellite.  
Authors: Justesen A.B., Albrecht S. 
Table: Orbital Parameters of TESS Eclipsing Binaries
================================================================================
Byte-by-byte Description of file: apjabefcdt2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1-  9 I9     ---   TIC    TESS Input Catalog ID
  11- 25 E15.9  d     P      Orbital period
  27- 41 E15.9  ---   t1     Time of primary eclipse (1)
  43- 57 E15.9  ---   t2     Time of secondary eclipse (1)
  59- 73 E15.9  ---   ecosw  Eccentricity times cos(longitude of periastron) 
  75- 89 E15.9  ---   d1     Depth of primary eclipse
  91-105 E15.9  ---   d2     Depth of secondary eclipse
 107-121 E15.9  mag   Tmag   TESS apparent magnitude
--------------------------------------------------------------------------------
Note (1): TESS Barycentric Julian Date (BJD - 2457000).
--------------------------------------------------------------------------------
318986273 3.107497104e+00 1.601323838e+03 1.602831780e+03 2.314802811e-02 1.747793549e-01 4.145064067e-02 1.274300000e+01 
 29699240 2.846759188e+00 1.519194812e+03 1.520617805e+03 2.129972836e-04 1.228293283e-02 1.174057311e-02 8.779400000e+00 
100029948 2.777565834e+00 1.387504373e+03 1.386115687e+03 5.476831140e-05 4.614617192e-01 2.840648956e-01 1.162540000e+01 
309908721 2.833820301e+00 1.468979255e+03 1.470396158e+03 3.842392381e-06 3.493203138e-01 3.469673422e-01 1.248080000e+01 
410418820 8.569283014e+00 1.659136589e+03 1.654938744e+03 1.590367320e-02 4.214017716e-01 1.883080342e-01 6.212800000e+00 
211116547 1.276962922e+00 1.658247552e+03 1.658885942e+03 1.131828565e-04 3.630882957e-01 2.212613030e-01 1.285310000e+01 
327785134 2.478679548e+00 1.655912933e+03 1.654674718e+03 7.127783165e-04 1.788168493e-01 5.320300199e-02 8.634300000e+00 
398221405 2.109016098e+00 1.518889773e+03 1.517837250e+03 1.478172508e-03 1.402690493e-01 3.736829596e-02 1.437210000e+01 
 38677487 4.080911562e+00 1.438178757e+03 1.440204094e+03 5.807945336e-03 3.298975407e-02 6.058145433e-03 1.027030000e+01 
234491752 8.658400316e-01 1.354512212e+03 1.354079694e+03 7.292622008e-04 2.850184035e-01 8.669158928e-02 9.494100000e+00 
126944775 2.695919031e+00 1.326897092e+03 1.325549356e+03 1.301042870e-04 3.271218873e-01 2.986043971e-01 8.107300000e+00 
294200378 2.985360981e+00 1.655866016e+03 1.654373678e+03 1.772760723e-04 1.374856317e-01 5.686680010e-02 1.042640000e+01 
  9945183 1.557597096e+00 1.411741752e+03 1.412520536e+03 1.413264243e-05 6.649661291e-01 1.519433156e-01 1.129320000e+01 
234288940 1.153021490e+01 1.327304787e+03 1.331822260e+03 1.414087125e-01 2.272955420e-02 9.128886681e-03 1.011890000e+01 
294197236 1.934532754e+00 1.655224354e+03 1.654257153e+03 5.282322644e-05 6.014399111e-02 5.461790184e-02 9.639500000e+00 
369362290 2.112292016e+00 1.412533907e+03 1.411477881e+03 8.967324659e-05 5.395820029e-01 8.136413156e-02 9.541900000e+00 
442918617 1.664172029e+00 1.438702857e+03 1.437938872e+03 6.428792851e-02 8.499730649e-02 1.095141780e-02 6.690800000e+00 
168426455 3.868212515e+00 1.493827854e+03 1.492145864e+03 7.514801882e-02 2.770542761e-02 2.452614324e-02 1.282350000e+01 
211170874 1.804171668e+00 1.659105880e+03 1.658203852e+03 4.993177290e-05 9.487024344e-02 1.668817948e-02 1.263160000e+01 
160065970 1.368186201e+00 1.355330381e+03 1.356014289e+03 2.119872461e-04 2.063657129e-01 2.529280554e-02 1.140000000e+01 
124950413 5.790720766e+00 1.491703155e+03 1.488807827e+03 8.755709933e-06 1.416574492e-01 2.328132050e-02 1.407830000e+01 
388104525 4.999602047e+00 1.599888200e+03 1.602387973e+03 8.796518199e-06 1.493546585e-02 1.429325306e-02 1.160350000e+01 
 66602813 2.764082172e+00 1.493917801e+03 1.495299650e+03 1.090667990e-04 4.479344709e-01 2.003280669e-01 8.701400000e+00 
409900613 2.206512290e+00 1.518269385e+03 1.517190508e+03 1.733664430e-02 1.078107914e-01 1.065743636e-01 1.316920000e+01 
218988566 2.030923048e+00 1.493114497e+03 1.492104937e+03 4.558853912e-03 1.681054522e-02 1.463349010e-02 1.363570000e+01 
350622185 1.168570805e+00 1.438322663e+03 1.438906941e+03 1.099777189e-05 2.036199477e-01 1.999857713e-01 8.940800000e+00 
 12529950 2.400463713e+00 1.411570510e+03 1.412767275e+03 2.268329775e-03 2.341064890e-02 6.954555494e-03 1.206340000e+01 
144000467 8.882907211e+00 1.333294370e+03 1.336880515e+03 1.517226659e-01 2.077513380e-01 1.157267926e-01 8.230700000e+00 
169532543 9.154309214e-01 1.438647739e+03 1.438190162e+03 2.373202531e-04 3.984934264e-01 9.903472775e-02 9.760500000e+00 
153742549 6.070533010e+00 1.442259656e+03 1.439225043e+03 1.689565096e-04 1.137311473e-01 9.722436995e-02 9.664600000e+00 
 34236395 8.793928282e-01 1.438342253e+03 1.438781943e+03 1.278512333e-05 5.203855127e-01 4.929677358e-01 1.197710000e+01 
150101476 3.278507162e+00 1.603065947e+03 1.604682501e+03 1.087151988e-02 2.564663232e-02 7.250017602e-03 1.105760000e+01 
 30034081 4.689181915e+00 1.439690062e+03 1.442034381e+03 9.099225854e-05 4.682864378e-01 4.727421423e-01 1.059090000e+01 
287328866 2.076796965e+00 1.571810952e+03 1.570772557e+03 3.059021924e-06 2.301596935e-02 1.823546088e-02 1.240340000e+01 
164681172 4.905287314e+00 1.388203281e+03 1.390655887e+03 1.219656447e-05 3.162281432e-01 7.416729376e-02 9.779470000e+00 
443510071 7.896589101e-01 1.468288964e+03 1.467895430e+03 2.576330330e-03 2.250057894e-02 1.505043590e-02 1.439190000e+01 
260476837 4.465879624e+00 1.644934791e+03 1.647151042e+03 5.869944374e-03 2.193738043e-02 1.914089593e-02 1.279180000e+01 
231093356 3.470342148e+00 1.602676821e+03 1.600941797e+03 6.670048358e-05 3.997009862e-01 3.766199471e-01 1.106680000e+01 
175182754 3.809364817e+00 1.518894552e+03 1.520786388e+03 5.268212553e-03 7.313010953e-02 1.556845872e-02 8.080400000e+00 
278861826 1.067625262e+00 1.517944878e+03 1.518477666e+03 1.508235399e-03 3.617510139e-02 3.182855917e-02 9.869500000e+00 
 77209028 1.137767812e+00 1.438174874e+03 1.437606074e+03 1.166390975e-04 5.962882662e-02 3.865336794e-02 1.032260000e+01 
306651396 2.713941702e+00 1.493541315e+03 1.492391997e+03 1.156942644e-01 1.112770871e-01 2.741107268e-02 1.407680000e+01 
 38678931 6.284676473e+00 1.495627120e+03 1.492485169e+03 9.684239944e-05 9.662869835e-02 2.749561245e-02 1.214180000e+01 
346429188 6.622859962e-01 1.468465929e+03 1.468796549e+03 1.239607278e-03 3.409181168e-02 3.020191106e-02 1.394010000e+01 
 49677785 1.594227052e+00 1.354231541e+03 1.353435922e+03 1.463216330e-03 1.717947629e-01 3.208202471e-02 9.399400000e+00 
146522930 1.087579246e+00 1.438139565e+03 1.437596458e+03 9.853046047e-04 4.083893135e-02 1.349885643e-02 1.125730000e+01 
323255579 1.722477258e+00 1.600242202e+03 1.599382829e+03 1.692873503e-03 1.003809827e-01 1.026240675e-01 1.344010000e+01 
126945917 1.341065164e+00 1.326291948e+03 1.325621898e+03 5.654156397e-04 3.701239988e-01 1.264318096e-01 9.106300000e+00 
  6518047 1.851181412e+00 1.492555858e+03 1.491720757e+03 7.484135662e-02 2.638692654e-02 2.783802898e-02 1.269970000e+01 
320855910 2.754763604e+00 1.601392078e+03 1.600023614e+03 5.084987739e-03 1.414962869e-02 1.111522606e-02 4.259400000e+00 
357911163 4.781830994e+00 1.628506156e+03 1.630888691e+03 2.752723653e-03 1.518642910e-01 7.403569779e-02 9.691700000e+00 
237751146 3.340185370e+00 1.469918130e+03 1.468248497e+03 1.964997079e-04 2.528210337e-02 1.948508514e-02 1.414770000e+01 
220042007 1.838109904e+00 1.438625889e+03 1.437707066e+03 1.974809152e-04 3.587053547e-01 1.194658271e-01 1.005290000e+01 
 52079677 9.029861357e+00 1.356307506e+03 1.351888103e+03 1.629932509e-02 3.785436607e-02 1.060876667e-02 1.190280000e+01 
 58466459 3.871483776e+00 1.571630654e+03 1.573553221e+03 5.336181252e-03 7.270165684e-02 4.522974028e-02 1.051720000e+01 
155884449 9.799382929e-01 1.518371692e+03 1.517883545e+03 2.911817842e-03 2.161639692e-02 5.226206492e-03 1.297840000e+01 
350190639 3.734394607e+00 1.326379868e+03 1.324513134e+03 1.947511835e-04 5.184825538e-02 5.563858016e-02 1.179400000e+01 
129888462 7.224080727e-01 1.410899832e+03 1.411260991e+03 9.650137531e-05 4.122799959e-01 1.075598125e-01 8.550800000e+00 
148611095 4.837455942e+00 1.546984037e+03 1.544893260e+03 1.066922598e-01 1.354178728e-01 1.253908127e-01 1.208160000e+01 
308991822 8.224391488e+00 1.550232172e+03 1.546136895e+03 3.231278148e-03 2.493542930e-01 6.135072880e-02 9.062500000e+00 
262696097 1.822427024e+00 1.491753296e+03 1.492664429e+03 6.924126587e-05 3.150144955e-02 3.011399129e-02 9.083600000e+00 
455135327 5.621206886e+00 1.491915559e+03 1.494726073e+03 2.513634493e-05 1.079143393e-02 1.050967562e-02 9.939080000e+00 
117544915 2.968526625e+00 1.327322652e+03 1.325838550e+03 8.538375743e-05 4.206517097e-01 4.043699341e-01 8.442700000e+00 
184240683 3.256844918e+00 1.355508079e+03 1.353879933e+03 1.333075073e-04 1.414835359e-02 1.269402227e-02 1.154640000e+01 
219189765 3.464035229e+00 1.544429217e+03 1.546161101e+03 6.039399342e-05 3.680620983e-02 3.550098982e-02 1.475990000e+01 
361388647 9.817398067e-01 1.600817787e+03 1.600328108e+03 1.905329245e-03 2.582367511e-01 8.969259636e-02 1.423950000e+01 
244252435 1.887144515e+00 1.439574965e+03 1.440517891e+03 4.929292345e-04 6.787276736e-02 3.914064925e-02 1.105030000e+01 
415873588 3.491029180e+00 1.572206550e+03 1.570461035e+03 1.106174951e-07 4.157941922e-01 4.128877580e-01 9.421590000e+00 
146761368 1.835417192e+00 1.411753677e+03 1.412671374e+03 9.625386207e-06 6.951978636e-02 6.538358037e-02 1.041790000e+01 
279087522 4.240723645e+00 1.519476082e+03 1.521596395e+03 1.813856965e-05 2.225075784e-01 2.099310148e-01 9.876100000e+00 
386627236 2.085022468e+00 1.545511005e+03 1.546549699e+03 2.873475132e-03 1.875958597e-02 1.909616967e-02 1.198370000e+01 
 37606218 7.839473762e+00 1.469608819e+03 1.466066853e+03 6.562936808e-02 1.014691272e-01 1.185350561e-02 9.259930000e+00 
 91542943 5.326752788e+00 1.412433085e+03 1.409769743e+03 1.008052226e-05 4.004245624e-01 2.715462854e-01 1.330990000e+01 
 92743594 4.225332666e+00 1.544487564e+03 1.546330789e+03 1.003354071e-01 1.901321918e-02 6.365360401e-03 8.294200000e+00 
443494454 7.151001485e+00 1.572446090e+03 1.568870733e+03 3.151471640e-05 1.354162413e-02 5.689020619e-03 1.094450000e+01 
279569707 3.979404817e+00 1.495386559e+03 1.493397128e+03 1.070764304e-04 8.020499805e-02 1.382268628e-02 9.063400000e+00 
 30450412 2.507827162e+00 1.630630976e+03 1.629377709e+03 4.049819849e-04 4.123127771e-01 3.900601461e-01 1.634560000e+01 
349835367 3.340820229e+00 1.439292042e+03 1.437629493e+03 3.695607892e-03 4.781320179e-01 6.547493031e-02 1.009030000e+01 
 12158853 1.262389423e+00 1.468289914e+03 1.467658911e+03 2.394312878e-04 1.881260703e-01 1.706932207e-01 1.163030000e+01 
134537478 3.419862558e+00 1.493272844e+03 1.494982669e+03 4.864703848e-05 1.186916409e-02 1.133481126e-02 1.038870000e+01 
306981513 5.537921249e+00 1.628470380e+03 1.631234512e+03 1.368451718e-03 9.840975066e-02 4.304727227e-02 1.202890000e+01 
390996644 1.919426691e+00 1.659069405e+03 1.658328255e+03 1.785932571e-01 4.689140422e-01 3.414878990e-01 9.697300000e+00 
373844472 1.839128974e+00 1.570661284e+03 1.569742271e+03 4.717432419e-04 1.077752676e-02 9.343665774e-03 1.106110000e+01 
277712294 5.784820470e+00 1.521270248e+03 1.524162569e+03 2.424837081e-05 4.064108220e-02 4.581130860e-02 1.071590000e+01 
 20176492 2.221284514e+00 1.439828781e+03 1.440939417e+03 4.899837429e-06 4.976333333e-01 1.106537076e-01 1.108510000e+01 
 50528312 5.273592174e+00 1.470434968e+03 1.467989643e+03 5.610987857e-02 2.112561006e-01 3.868392385e-02 8.823500000e+00 
270204401 2.238157244e+00 1.654934185e+03 1.656051493e+03 1.242570332e-03 1.759278679e-01 2.136091341e-02 8.444100000e+00 
289670788 1.955744139e+00 1.518893717e+03 1.517916097e+03 2.020502110e-04 4.149790896e-02 8.775099442e-03 1.018000000e+01 
  7695666 1.755313263e+01 1.411690190e+03 1.414566397e+03 5.570177428e-01 3.679474497e-01 3.339451880e-01 1.012710000e+01 
467238286 3.414449819e+00 1.602030621e+03 1.603718367e+03 8.961172500e-03 3.542446341e-01 3.431018200e-01 8.058600000e+00 
245863693 1.077401754e+00 1.439004085e+03 1.439542617e+03 2.466871931e-04 4.539784752e-01 2.287232449e-01 1.118540000e+01 
  1129033 2.720099139e+00 1.410984660e+03 1.412344591e+03 6.837281960e-05 1.610006856e-02 1.531335569e-02 9.627130000e+00 
290547036 9.031481831e-01 1.325883423e+03 1.326334990e+03 1.233050043e-05 5.352651781e-01 1.283542469e-01 1.070070000e+01 
133701671 4.695533138e+00 1.627130746e+03 1.624783285e+03 1.021610922e-04 1.072213077e-01 2.720979993e-02 8.705100000e+00 
231851620 3.716889387e+00 1.355669390e+03 1.357294011e+03 9.896786541e-02 1.022350794e-01 2.358232490e-02 8.229300000e+00 
197886566 8.721597823e-01 1.411060104e+03 1.411496144e+03 7.085736849e-05 1.165648344e-02 6.512900880e-03 9.826000000e+00 
 91638523 3.166454535e+00 1.386685174e+03 1.385103161e+03 6.026154956e-04 9.675261360e-02 1.469947483e-02 5.985700000e+00 
261656371 7.195643235e+00 1.330040108e+03 1.327223883e+03 1.703562202e-01 4.386580577e-01 4.039286079e-01 1.056600000e+01 
167747439 6.131208968e+00 1.469844476e+03 1.472888231e+03 5.596844073e-03 4.921313007e-02 6.283584399e-03 1.021960000e+01 
272467271 1.347513887e+00 1.601093672e+03 1.601767356e+03 8.501766249e-05 1.204772057e-01 3.702544224e-02 1.017740000e+01 
139721086 8.973737776e+00 1.328362133e+03 1.323885623e+03 1.744492469e-03 4.445349709e-01 3.413248611e-01 7.893700000e+00 
413376180 2.708297280e+00 1.572125893e+03 1.570772662e+03 5.316691953e-04 2.204929938e-02 1.997682957e-02 1.274920000e+01 
450104319 1.510582196e+00 1.438490635e+03 1.437735680e+03 3.484843743e-04 6.288563772e-02 1.818035654e-02 6.820000000e+00 
219201178 2.417025716e+00 1.517723082e+03 1.516514791e+03 1.440220872e-04 3.571918155e-02 7.946854844e-03 1.082530000e+01 
  3816260 1.312811300e+01 1.390527893e+03 1.387761588e+03 4.715266795e-01 2.356249484e-01 1.852282497e-01 1.009490000e+01 
437297176 4.396286416e+00 1.574701776e+03 1.572504402e+03 2.741175103e-04 6.694717472e-02 4.856679780e-02 7.818760000e+00 
121595243 2.114040447e+00 1.440053034e+03 1.438996566e+03 4.102926192e-04 6.890336135e-02 3.293109463e-02 1.540050000e+01 
270348090 5.638440122e+00 1.600653501e+03 1.603458829e+03 3.870140384e-03 2.089499305e-01 1.922150101e-01 1.421110000e+01 
229808144 1.161048599e+01 1.325733284e+03 1.331345702e+03 2.602847451e-02 6.004924905e-02 2.139710894e-02 1.002210000e+01 
453785266 5.442083032e+00 1.600692360e+03 1.603413357e+03 1.271232251e-05 1.244392635e-02 9.140234160e-03 1.037560000e+01 
 59843967 5.033545569e+00 1.468521225e+03 1.471037691e+03 9.564553095e-05 1.738900572e-02 1.679405812e-02 1.276320000e+01 
363326796 1.139460549e+01 1.553844249e+03 1.559541081e+03 6.478652182e-05 7.679091178e-02 5.508960959e-03 9.835300000e+00 
118313102 9.255864371e+00 1.546322133e+03 1.550026669e+03 1.562833465e-01 4.635386988e-01 4.655965403e-01 8.224000000e+00 
170102285 5.888870438e+00 1.470661435e+03 1.473605170e+03 1.866656609e-04 2.178583643e-02 1.950207200e-02 1.175830000e+01 
220569051 2.778325347e+00 1.387276976e+03 1.385887960e+03 8.297768338e-05 6.603707031e-02 9.486054926e-03 1.118800000e+01 
312907176 1.515882481e+00 1.600491407e+03 1.599733480e+03 1.516024763e-05 4.408116188e-01 4.288575333e-01 1.300760000e+01 
388086679 5.592251225e+00 1.492651621e+03 1.489855642e+03 4.104997517e-05 1.043035355e-01 6.488799894e-02 7.519610000e+00 
158582802 2.160207861e+00 1.354794491e+03 1.355873870e+03 5.268836268e-04 3.770042384e-01 3.734205636e-01 1.010110000e+01 
 92352620 7.900071587e+00 1.328299398e+03 1.332249381e+03 1.052834198e-05 1.305485076e-02 1.214584819e-02 9.643300000e+00 
291466214 7.050215894e+00 1.523735032e+03 1.520210090e+03 3.698822826e-05 2.937287555e-01 2.134244709e-01 7.481200000e+00 
  1190662 8.880952016e-01 1.518098644e+03 1.517705910e+03 7.082908781e-02 2.302585295e-02 2.141561302e-02 1.317430000e+01 
151164344 2.367579304e+00 1.492561424e+03 1.491384758e+03 4.726690803e-03 1.035801562e-02 9.795548335e-03 1.331600000e+01 
  9804616 1.033671825e+00 1.411065961e+03 1.411582061e+03 1.034599493e-03 3.927090310e-02 3.256142848e-02 1.411180000e+01 
125566526 6.307414773e-01 1.491777806e+03 1.492091804e+03 3.399028294e-03 1.519250934e-02 1.056161004e-02 1.414370000e+01 
219322317 8.543268741e+00 1.332791531e+03 1.337060672e+03 4.555930513e-04 3.969658925e-02 5.516678477e-03 1.219030000e+01 
295885511 5.054819274e+00 1.602272372e+03 1.599745697e+03 2.283454654e-04 1.191936460e-02 5.915616706e-03 8.350800000e+00 
255565860 2.205911863e+00 1.493462197e+03 1.494561823e+03 2.366007996e-03 4.073528952e-02 5.800417634e-03 1.279280000e+01 
440788366 1.548265235e+00 1.491776439e+03 1.491012658e+03 1.050224015e-02 2.835275552e-02 2.664347255e-02 8.977600000e+00 
153166843 1.931700464e+00 1.469478762e+03 1.468512915e+03 2.657906622e-06 4.272413815e-01 4.003327532e-01 1.035730000e+01 
 47380518 1.095434735e+00 1.545457440e+03 1.544910329e+03 8.685029716e-04 2.577297895e-01 7.315923728e-02 1.399670000e+01 
149861542 3.658606169e+00 1.439714311e+03 1.437885313e+03 1.306677531e-04 2.309859104e-01 2.209982111e-01 5.685800000e+00 
129268651 5.963067808e+00 1.496443089e+03 1.493960251e+03 1.276016510e-01 1.066415501e-01 8.857325390e-02 1.387280000e+01 
141978095 1.283393849e+01 1.609499002e+03 1.605753135e+03 3.246626773e-01 3.930389226e-01 3.443102342e-01 1.127780000e+01 
 78234838 1.974020283e+00 1.517755432e+03 1.518742377e+03 5.190487391e-05 2.677321023e-01 1.925069301e-01 1.195820000e+01 
129764561 2.434552906e+00 1.386757349e+03 1.387973764e+03 5.556526862e-04 7.332972180e-01 1.117756092e-01 9.939500000e+00 
  3921749 5.611306003e+00 1.388675789e+03 1.385872494e+03 6.601014719e-04 3.415529764e-01 1.939242970e-01 1.084620000e+01 
 47175622 1.523470100e+00 1.518628507e+03 1.517866943e+03 1.758768262e-04 1.407102866e-02 7.897593328e-03 1.063040000e+01 
306773020 2.754808969e+00 1.356841716e+03 1.358218732e+03 2.212033780e-04 3.505670278e-02 3.474176897e-02 1.129460000e+01 
 31810287 4.761538442e+00 1.548558995e+03 1.546178764e+03 1.777156831e-04 2.769126427e-01 4.912318623e-02 9.880600000e+00 
264594193 2.228959687e+00 1.470292396e+03 1.471406818e+03 4.054519895e-05 1.126505354e-01 7.598349102e-02 7.701100000e+00 
237332597 2.927454592e+00 1.327596885e+03 1.326134475e+03 7.068909447e-04 1.302078658e-01 9.693860075e-03 8.096900000e+00 
259701720 3.972114780e+00 1.468780080e+03 1.470502813e+03 9.846456406e-02 7.892539745e-01 1.307615666e-01 9.469200000e+00 
281541555 9.485476365e+00 1.358357356e+03 1.363098831e+03 2.091771128e-04 1.210967420e-02 1.231203316e-02 1.304170000e+01 
120414806 2.553070494e+00 1.355954705e+03 1.357231232e+03 4.963917357e-06 7.295723134e-01 1.751762348e-01 1.070260000e+01 
191926695 1.934869840e+00 1.518411053e+03 1.517443923e+03 2.474781202e-04 2.201337675e-02 1.296448780e-02 8.597000000e+00 
323292655 1.669900068e+00 1.654503221e+03 1.655338139e+03 2.997059621e-05 4.194898729e-01 3.636459896e-01 5.825800000e+00 
146559012 5.281974606e+00 1.438098088e+03 1.435472905e+03 4.699021276e-03 1.728023230e-01 1.591458015e-01 1.082000000e+01 
 67807856 3.373455274e+00 1.440408619e+03 1.438722041e+03 6.949523206e-05 7.752197373e-02 3.317255795e-02 9.556000000e+00 
253749178 1.837681312e+00 1.659138441e+03 1.660057248e+03 2.723051298e-05 1.028774067e-01 2.906745206e-02 1.015640000e+01 
369960846 3.212767547e+00 1.654105709e+03 1.652499495e+03 8.293473850e-05 1.754783145e-02 1.618955844e-02 1.346100000e+01 
149473467 1.094880783e+00 1.517453372e+03 1.516907702e+03 2.536224109e-03 2.503480268e-01 5.751973086e-02 9.297300000e+00 
349154435 4.432167360e+00 1.492267972e+03 1.490085591e+03 1.193805082e-02 3.756345767e-02 1.460946902e-02 1.220680000e+01 
 53987961 9.502260011e-01 1.491672674e+03 1.492147638e+03 2.469071607e-04 1.089447812e-01 6.835976022e-02 1.476260000e+01 
117739806 5.620392448e+00 1.494089080e+03 1.491279761e+03 2.451417503e-04 1.977363333e-01 1.185951202e-02 9.399670000e+00 
141622065 2.927934089e+00 1.491734957e+03 1.490277641e+03 3.568247737e-03 1.885009124e-01 1.596661197e-01 9.799300000e+00 
268644785 6.658910657e+00 1.494135324e+03 1.497464657e+03 2.881707675e-05 1.070617934e-02 1.031145287e-02 1.068150000e+01 
401889117 6.586116961e+00 1.412634798e+03 1.415903118e+03 5.897866400e-03 3.594228755e-01 2.652920253e-01 9.768800000e+00 
 11070365 1.803831295e+00 1.492280144e+03 1.493181203e+03 7.463751473e-04 2.250105201e-01 2.060864116e-01 1.440640000e+01 
139732428 6.663700783e+00 1.438431001e+03 1.435099282e+03 3.099398895e-05 2.583447044e-01 1.591322330e-01 8.746300000e+00 
 49003142 5.005669978e+00 1.544440746e+03 1.546943026e+03 1.741361206e-04 2.383259886e-01 2.277410675e-01 7.821300000e+00 
 98853990 2.728634440e+00 1.412754547e+03 1.411396566e+03 3.647652090e-03 1.454712581e-02 1.194782033e-02 1.058240000e+01 
 36734222 1.626931356e+00 1.546044101e+03 1.545230675e+03 3.806672177e-05 2.726466559e-02 2.611759866e-02 1.111840000e+01 
300972613 7.761099618e-01 1.354707986e+03 1.355095893e+03 2.987021685e-04 6.661768892e-02 4.973337203e-02 1.106000000e+01 
347545020 2.780769466e+00 1.413551221e+03 1.412160961e+03 7.037807053e-05 4.496864256e-01 3.999653722e-01 8.518300000e+00 
261746657 1.316984363e+00 1.655230657e+03 1.654572435e+03 3.218899349e-04 3.010149878e-01 1.167978743e-01 1.023830000e+01 
 67267845 2.025407804e+00 1.631730614e+03 1.630717963e+03 4.096506004e-05 1.173195730e-01 1.098887977e-01 1.008800000e+01 
271596290 2.564976536e+00 1.492837270e+03 1.491554795e+03 8.079929509e-06 1.087850596e-01 1.071729718e-01 1.026080000e+01 
261138857 1.841527360e+00 1.625702187e+03 1.626622837e+03 9.587365443e-05 9.044645315e-02 8.128726909e-02 1.052330000e+01 
468958374 1.535213226e+00 1.491809324e+03 1.491041867e+03 1.534095962e-04 4.678980557e-01 4.520586641e-01 1.017010000e+01 
178889597 3.768920461e+00 1.572541749e+03 1.574425662e+03 2.282732869e-04 2.423734484e-02 2.401761815e-02 8.516500000e+00 
158329676 3.067321529e+00 1.545639024e+03 1.544105364e+03 2.140670905e-08 2.576966488e-01 2.521547731e-01 9.534300000e+00 
219421171 8.302998276e+00 1.445536111e+03 1.441527854e+03 2.700164345e-02 1.681085010e-01 6.227775075e-02 1.132250000e+01 
176910080 1.857461103e+00 1.571554259e+03 1.572481373e+03 1.366606896e-03 6.243966319e-02 1.029623100e-02 9.977500000e+00 
141768070 5.572777572e+00 1.625343940e+03 1.628130322e+03 1.774759507e-06 1.241023199e-02 1.227521114e-02 1.262640000e+01 
441422220 3.700103697e+00 1.328692479e+03 1.326842539e+03 4.750939308e-05 2.864760847e-01 5.455916591e-02 9.064100000e+00 
434664688 1.685781681e+01 1.605314390e+03 1.607309574e+03 6.483095290e-01 1.867540100e-01 3.976008071e-02 8.048600000e+00 
289535142 4.676415869e+00 1.518793748e+03 1.521129574e+03 8.000960541e-04 1.605287061e-02 1.288170019e-02 1.254000000e+01 
234211934 1.064937127e+00 1.468810565e+03 1.468278098e+03 1.625593056e-06 2.747723189e-01 2.508561426e-01 1.144210000e+01 
173756896 1.134217321e+01 1.495614112e+03 1.491099341e+03 1.580557900e-01 3.366452320e-01 1.191814614e-01 1.395660000e+01 
176591772 7.758418987e+00 1.472739949e+03 1.468862902e+03 4.325836474e-04 7.089064451e-02 2.912714544e-02 9.791150000e+00 
349797905 3.544971847e+00 1.659731376e+03 1.657959120e+03 1.018302795e-04 4.298303505e-01 1.292310838e-01 9.664400000e+00 
380589029 2.697008867e+00 1.653973795e+03 1.652625481e+03 1.109785087e-04 2.031505541e-02 1.896715070e-02 1.228510000e+01 
 70440470 6.070256807e+00 1.326732140e+03 1.329766514e+03 1.951335602e-04 1.706948253e-02 1.653154141e-02 1.279230000e+01 
279314488 1.832572789e+00 1.326416447e+03 1.325500464e+03 2.599125333e-04 5.859296896e-02 1.793851235e-02 1.051900000e+01 
341309569 7.346857905e+00 1.654554783e+03 1.650882016e+03 1.416951042e-04 4.829103738e-02 8.662106963e-03 1.132150000e+01 
139148071 7.007892496e-01 1.325599937e+03 1.325249616e+03 1.659450144e-04 2.769127410e-01 5.186331066e-02 9.813000000e+00 
 50758245 4.514930727e+00 1.494978573e+03 1.497138818e+03 3.378594722e-02 4.437985064e-02 2.748513081e-02 6.116600000e+00 
 80059889 3.031995338e+00 1.660669428e+03 1.659153832e+03 2.082475810e-04 1.446509010e-01 5.444606101e-02 9.710100000e+00 
373364179 3.747587482e+00 1.438875809e+03 1.440749600e+03 9.226813270e-07 5.295342354e-01 4.629735127e-01 1.201560000e+01 
231860752 1.959862709e+00 1.325852788e+03 1.324873328e+03 3.784241178e-04 1.568526567e-02 9.704924181e-03 8.582000000e+00 
231714759 5.461188699e+00 1.330006280e+03 1.327279619e+03 1.130744333e-03 6.011866760e-01 8.833143209e-02 9.382700000e+00 
413024324 1.150428848e+00 1.518034769e+03 1.518603429e+03 8.946987716e-03 4.065453065e-02 8.981841476e-03 1.390550000e+01 
271864083 2.333322519e+00 1.519456609e+03 1.520622250e+03 6.844911368e-04 1.037133031e-01 9.468439106e-02 1.420640000e+01 
201497357 2.872139652e+00 1.470081782e+03 1.468646525e+03 4.447629266e-04 3.215629997e-01 1.355317316e-01 8.139180000e+00 
389754101 3.803446987e+00 1.357235227e+03 1.359135000e+03 8.054760131e-04 2.244281695e-01 2.125120727e-01 7.825500000e+00 
124282575 4.809934566e+00 1.573261988e+03 1.570916007e+03 1.926411344e-02 4.347774277e-01 3.701451401e-01 1.006220000e+01 
 30287190 3.123596021e+00 1.602790072e+03 1.601228367e+03 4.703880316e-05 2.668999680e-02 1.087966756e-02 1.122510000e+01 
